상품명,스팩목록,가격
삼성전자 비스포크 제트 AI VS90F40CRK,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 새틴베이지/크기(가로x세로x깊이): 250x970x243mm/출시가: 1,649,000원",27800
신일전자 싹쓸이 SVC-KM40CP,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 새틴베이지/크기(가로x세로x깊이): 250x970x243mm/출시가: 1,649,000원",900000
쿠쿠전자 파워클론 슬림 CVC-G810UG,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 20,000Pa/스테이션: 스탠드거치/AI청소/먼지감지센서/[배터리] 사용시간: 1시간(최대)/[흡입구] 전방향회전/롤러/액체흡입/브러쉬자동세척/브러쉬자동건조/자동세제투입/오염감지센서/베젤리스브러쉬/[색상/크기] 색상: 딥스페이스그레이/무게: 4.35kg/머리카락컷팅/물걸레 압력: 20N/크기(가로x세로x깊이): 247x1172x273mm",22100
아이닉 NEW i20,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 20,000Pa/스테이션: 스탠드거치/AI청소/먼지감지센서/[배터리] 사용시간: 1시간(최대)/[흡입구] 전방향회전/롤러/액체흡입/브러쉬자동세척/브러쉬자동건조/자동세제투입/오염감지센서/베젤리스브러쉬/[색상/크기] 색상: 딥스페이스그레이/무게: 4.35kg/머리카락컷팅/물걸레 압력: 20N/크기(가로x세로x깊이): 247x1172x273mm",87990
일렉트로룩스 ZB6218STM,"핸디스틱청소기/무선/흡입+물걸레(건습식)/스테이션: 충전, 스탠드거치/사용시간: 1시간(최대)/전방향회전/롤러/액체흡입/브러쉬자동세척/오염감지센서/베젤리스브러쉬/색상: 화이트/무게: 3.2kg/물걸레 압력: 28.5N/크기(가로x세로x깊이): 270x128x270mm",98100
삼성전자 비스포크 제트 AI VS30D973ISE,"핸디스틱청소기/무선/흡입+물걸레(건습식)/스테이션: 충전, 스탠드거치/사용시간: 1시간(최대)/전방향회전/롤러/액체흡입/브러쉬자동세척/오염감지센서/베젤리스브러쉬/색상: 화이트/무게: 3.2kg/물걸레 압력: 28.5N/크기(가로x세로x깊이): 270x128x270mm",110600
캐치웰 CV6 PLUS,"핸디스틱청소기/무선/흡입전용/흡입력: 13,000Pa/스테이션: 충전, 스탠드거치/BLDC모터/헤파필터/[배터리] 사용시간: 25분(최대)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 무게: 0.55kg/크기(가로x세로x깊이): 70x430x70mm",1109070
아이닉 iv11 디텍트,"핸디스틱청소기/무선/흡입전용/흡입력: 13,000Pa/스테이션: 충전, 스탠드거치/BLDC모터/헤파필터/[배터리] 사용시간: 25분(최대)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 무게: 0.55kg/크기(가로x세로x깊이): 70x430x70mm",833000
다이슨 V15s 디텍트 슬림 서브마린 컴플리트,"핸디스틱청소기/무선/흡입전용/흡입력: 220W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/싸이클론흡입/스마트인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 카밍베이지/무게: 2.47kg/크기(가로x세로x깊이): 250x1120x260mm",497000
일렉트로룩스 얼티밋홈 600 EFP61712,"핸디스틱청소기/무선/흡입전용/흡입력: 220W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/싸이클론흡입/스마트인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 카밍베이지/무게: 2.47kg/크기(가로x세로x깊이): 250x1120x260mm",443970
쿠쿠전자 올 클린 CVC-AFFEM1430NW,"핸디청소기/무선/흡입전용/흡입력: 17,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 23분(최대)/[흡입구] 추가브러쉬: 솔형브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬/[색상/크기] 색상: 노블그레이/무게: 0.5kg/크기(가로x세로x깊이): 60x425x70mm",440000
샤크닌자 샤크 클린 앤 엠티 BU3521KR,"핸디청소기/무선/흡입전용/흡입력: 17,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 23분(최대)/[흡입구] 추가브러쉬: 솔형브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬/[색상/크기] 색상: 노블그레이/무게: 0.5kg/크기(가로x세로x깊이): 60x425x70mm",98900
다이슨 V8 싸이클론,"스틱청소기/무선/흡입+물걸레(건습식)/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/싸이클론흡입/먼지감지센서/물분사/헤파필터/사용시간: 1시간10분(최대)/내장형/리튬이온/전방향회전/롤러/액체흡입/추가브러쉬: 솔형브러쉬, 틈새브러쉬/브러쉬자동세척/브러쉬자동건조/색상: 어반그레이/무게: 5.1kg/크기(가로x세로x깊이):265x1108x216mm",177000
테팔 엑스퍼트 6.60 TY6831,"스틱청소기/무선/흡입+물걸레(건습식)/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/싸이클론흡입/먼지감지센서/물분사/헤파필터/사용시간: 1시간10분(최대)/내장형/리튬이온/전방향회전/롤러/액체흡입/추가브러쉬: 솔형브러쉬, 틈새브러쉬/브러쉬자동세척/브러쉬자동건조/색상: 어반그레이/무게: 5.1kg/크기(가로x세로x깊이):265x1108x216mm",697462
쿠쿠전자 파워클론 미니 CVC-EHSH30NG,탁상용청소기/무선/흡입전용/전원방식:건전지,399000
샤크닌자 샤크 디텍트 클린 앤 엠티 IQ+ IW3241KR,탁상용청소기/무선/흡입전용/전원방식:건전지,373381
쿠쿠전자 파워클론 하이퍼 CVC-HNLE0730NW,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 벽걸이거치/싸이클론흡입/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 1시간30분(최대)/내장형/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관/물걸레: 별매/[색상/크기] 색상: 레드/무게: 1.6kg/크기(가로x세로): 202x1226mm",698000
비즈포비즈 클래파 BVC-T500W,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 벽걸이거치/싸이클론흡입/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 1시간30분(최대)/내장형/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관/물걸레: 별매/[색상/크기] 색상: 레드/무게: 1.6kg/크기(가로x세로): 202x1226mm",739890
삼성전자 비스포크 제트 AI VS30D973HRK,"핸디스틱청소기/무선/흡입전용/흡입력: 120W(23,000Pa)/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 색상: 화이트/무게: 1.5kg/크기(가로x세로x깊이): 250x1250x235mm",1480000
LG전자 오브제컬렉션 코드제로 A9S AS920CWD,"핸디스틱청소기/무선/흡입전용/흡입력: 120W(23,000Pa)/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 색상: 화이트/무게: 1.5kg/크기(가로x세로x깊이): 250x1250x235mm",741970
다이슨 V12s 디텍트 슬림 서브마린 컴플리트 (골드/골드),"핸디스틱청소기/무선/흡입전용/흡입력: 600W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/먼지감지센서/BLDC모터/먼지필터/[배터리] 사용시간: 1시간10분(최대)/분리형(1개)/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 노블화이트/무게: 3.1kg/크기(가로x세로x깊이): 342.5x972x308.5mm",719000
디베아 AUTO17000,"핸디스틱청소기/무선/흡입전용/흡입력: 600W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/먼지감지센서/BLDC모터/먼지필터/[배터리] 사용시간: 1시간10분(최대)/분리형(1개)/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 노블화이트/무게: 3.1kg/크기(가로x세로x깊이): 342.5x972x308.5mm",218000
일렉트로룩스 얼티밋홈 600 EFP61714,"핸디스틱청소기/무선/흡입전용/흡입력: 120W(15,000Pa)/헤파필터/[배터리] 사용시간: 30분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블랙/무게: 0.3kg/크기(가로x세로x깊이): 220x1110x163mm",494100
쿠쿠전자 파워클론 슬림 CVC-G810NW,"핸디스틱청소기/무선/흡입전용/흡입력: 120W(15,000Pa)/헤파필터/[배터리] 사용시간: 30분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블랙/무게: 0.3kg/크기(가로x세로x깊이): 220x1110x163mm",9500
아이룸 AST-009 플러스,"핸디스틱청소기/무선/흡입+물걸레(교체)/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.4L/LED라이트/싸이클론흡입/물분사/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 라이트데님블루/무게: 1.35kg/크기(가로x세로x깊이): 250x1010x269mm",18810
에어메이드 스마트타워 AMC-3501A,"핸디스틱청소기/무선/흡입+물걸레(교체)/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.4L/LED라이트/싸이클론흡입/물분사/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 라이트데님블루/무게: 1.35kg/크기(가로x세로x깊이): 250x1010x269mm",1229000
다이슨 V12s 오리진 서브마린,"핸디스틱청소기/무선/흡입전용/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 미스티화이트/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",297100
샤오미 트루클린 W20 C305HW,"핸디스틱청소기/무선/흡입전용/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 미스티화이트/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",31900
샤오미 G20 Lite C203,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/LED라이트/오토스탑앤고/자동물공급/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.5kg/크기(가로x세로x깊이): 300x1100x245mm",1247177
테팔 엑스퍼트 7.60 TY6A11KO,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/LED라이트/오토스탑앤고/자동물공급/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.5kg/크기(가로x세로x깊이): 300x1100x245mm",49900
디라이프 토네이도 DLA-BL5000VHD,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 43,000Pa/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬/물걸레: 포함/[색상/크기] 색상: 화이트/무게: 2.2kg/크기(가로x세로x깊이): 245x1050x200mm",183230
라이트컴 COMS HA003,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 43,000Pa/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬/물걸레: 포함/[색상/크기] 색상: 화이트/무게: 2.2kg/크기(가로x세로x깊이): 245x1050x200mm",218000
다이슨 V15s 디텍트 슬림 서브마린,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/크기(가로x세로x깊이): 250x970x243mm/출시가: 1,749,000원",99000
무궁화전자 바로바로 MC-B601,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/크기(가로x세로x깊이): 250x970x243mm/출시가: 1,749,000원",986988
드리미 V10,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 250W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/무게: 2.67kg/크기(가로x세로x깊이): 350x1066x300mm/출시가: 1,549,000원",84150
한경희생활과학 HCV-B480,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 250W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/무게: 2.67kg/크기(가로x세로x깊이): 350x1066x300mm/출시가: 1,549,000원",129000
에이스전자 에이스 K7,"핸디스틱청소기/무선/흡입력: 400W/스테이션: 싸이클론비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/먼지감지센서/물분사/디지털인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간40분(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/무게: 2.5kg/크기(가로x세로x깊이): 250x970x243mm",198000
삼성전자 비스포크 제트 VS20C954AQN,"핸디스틱청소기/무선/흡입력: 400W/스테이션: 싸이클론비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/먼지감지센서/물분사/디지털인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간40분(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/무게: 2.5kg/크기(가로x세로x깊이): 250x970x243mm",990000
드리미 H12S,핸디스틱청소기/무선/흡입전용/BLDC모터/[배터리] 사용시간: 1시간10분(최대)/[흡입구] 추가브러쉬: 각도조절툴/[색상/크기] 색상: 블랙/무게: 1.7kg/크기(가로x세로x깊이): 255x1085x232mm,241500
샤크닌자 샤크 파워클린 360 IW4271KRBK,핸디스틱청소기/무선/흡입전용/BLDC모터/[배터리] 사용시간: 1시간10분(최대)/[흡입구] 추가브러쉬: 각도조절툴/[색상/크기] 색상: 블랙/무게: 1.7kg/크기(가로x세로x깊이): 255x1085x232mm,478990
산리오 캐릭터 데스크 지우개 청소기,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 스탠드거치/먼지봉투: 3L/AI청소/LED라이트/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 20분(최대)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 베이지/무게: 0.8kg",444000
마하 JM-6615,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 스탠드거치/먼지봉투: 3L/AI청소/LED라이트/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 20분(최대)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 베이지/무게: 0.8kg",548990
대우어플라이언스 DEX-EV7000,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 새틴차콜/크기(가로x세로x깊이): 250x970x243mm/출시가: 1,649,000원",127880
쿠쿠전자 파워클론 CVC-B1010UG,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 새틴차콜/크기(가로x세로x깊이): 250x970x243mm/출시가: 1,649,000원",101395
신일전자 SVC-ANN9SJ,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 315W/스테이션: 충전, 스탠드거치/AI청소/싸이클론흡입/먼지감지센서/[배터리] 사용시간: 1시간10분(최대)/[흡입구] 레이저/바닥+카펫/추가브러쉬: 펫브러쉬, 솔브러쉬, 틈새(내장형)브러쉬/물걸레: 포함/[색상/크기] 색상: 블랙/코퍼/무게: 3.5kg/크기(가로x세로x깊이): 259x1250x250mm",679000
일렉트로룩스 WELL Q7 WQ71-2BSWF,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 315W/스테이션: 충전, 스탠드거치/AI청소/싸이클론흡입/먼지감지센서/[배터리] 사용시간: 1시간10분(최대)/[흡입구] 레이저/바닥+카펫/추가브러쉬: 펫브러쉬, 솔브러쉬, 틈새(내장형)브러쉬/물걸레: 포함/[색상/크기] 색상: 블랙/코퍼/무게: 3.5kg/크기(가로x세로x깊이): 259x1250x250mm",252700
유니맥스 UVC-1688,"핸디스틱청소기/무선/흡입전용/스테이션: 벽걸이거치/LED라이트/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙/무게: 2.4kg",239000
LG전자 오브제컬렉션 코드제로 A9S AX958AWE,"핸디스틱청소기/무선/흡입전용/스테이션: 벽걸이거치/LED라이트/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙/무게: 2.4kg",923720
삼성전자 비스포크 제트 AI VS90F40CNK,"핸디스틱청소기/무선/흡입전용/흡입력: 12,000Pa/헤파필터/[배터리] 사용시간: 30분(최대)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.6kg",650290
캐치웰 CM6+,"핸디스틱청소기/무선/흡입전용/흡입력: 12,000Pa/헤파필터/[배터리] 사용시간: 30분(최대)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.6kg",868970
일렉트로룩스 얼티밋홈 800 EFP81824S,"핸디스틱청소기/무선/흡입전용/흡입력: 25,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/먼지감지센서/BLDC모터/[배터리] 사용시간: 32분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 1.6kg/크기(가로x세로x깊이): 69x545x75mm",109000
카처 EWM2,"핸디스틱청소기/무선/흡입전용/흡입력: 25,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/먼지감지센서/BLDC모터/[배터리] 사용시간: 32분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 1.6kg/크기(가로x세로x깊이): 69x545x75mm",284000
LG전자 오브제컬렉션 코드제로 A9S AX9604WE,핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치/싸이클론흡입/DC모터/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 퍼플/무게: 1.9kg/먼지흡입브러쉬: 강모브러쉬,240990
다이슨 V8 플러피,핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치/싸이클론흡입/DC모터/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 퍼플/무게: 1.9kg/먼지흡입브러쉬: 강모브러쉬,88000
에어메이드 스마트포스 AMC-3500,"핸디청소기/무선/흡입전용/흡입력: 15W/스테이션: 충전, 스탠드거치/워셔블먼지필터/[배터리] 내장형/니켈카드뮴/[흡입구] 추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 레드/무게: 1kg/크기(가로x세로x깊이): 400x115x110mm",169500
디베아 M500 퀀텀,"핸디청소기/무선/흡입전용/흡입력: 15W/스테이션: 충전, 스탠드거치/워셔블먼지필터/[배터리] 내장형/니켈카드뮴/[흡입구] 추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 레드/무게: 1kg/크기(가로x세로x깊이): 400x115x110mm",216550
일렉트로룩스 얼티밋홈 700 EFS71423,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/[흡입구] 추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 실버/무게: 0.8kg/크기(가로x세로x깊이): 425x95x90mm",498990
한빛시스템 HV-5099,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/[흡입구] 추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 실버/무게: 0.8kg/크기(가로x세로x깊이): 425x95x90mm",222500
LG전자 오브제컬렉션 코드제로 A9S AU930CWD,"핸디청소기/무선/흡입전용/흡입력: 8,000Pa/스테이션: 충전, 스탠드거치/싸이클론흡입/BLDC모터/헤파필터/[배터리] 사용시간: 30분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.64kg/크기(가로x세로x깊이): 75x435x75mm",107000
한일 THE 클린 HC-720BP,"핸디청소기/무선/흡입전용/흡입력: 8,000Pa/스테이션: 충전, 스탠드거치/싸이클론흡입/BLDC모터/헤파필터/[배터리] 사용시간: 30분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.64kg/크기(가로x세로x깊이): 75x435x75mm",194000
삼성전자 비스포크 제트 AI Lite VS28D952HCA,"핸디스틱청소기/무선/흡입+물걸레(교체)/LED라이트/싸이클론흡입/자동물공급/BLDC모터/먼지필터/[배터리] 사용시간: 28분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 무게: 2.6kg",1200000
신일전자 SVC-599WS,"핸디스틱청소기/무선/흡입+물걸레(교체)/LED라이트/싸이클론흡입/자동물공급/BLDC모터/먼지필터/[배터리] 사용시간: 28분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 무게: 2.6kg",15900
